Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Proj,Ownership,StDev,Team1,Team2,Opponent
TE,Ben Sims (30331320),Ben Sims,30331320,TE/FLEX,2500,GB@DEN 10/22/2023 04:25PM ET,GB,0.44,0.186666667,0,0.4,GB,DEN,DEN
TE,Tyler Davis (30331322),Tyler Davis,30331322,TE/FLEX,2500,GB@DEN 10/22/2023 04:25PM ET,GB,0,0,0,0,GB,DEN,DEN
TE,Greg Dulcich (30331324),Greg Dulcich,30331324,TE/FLEX,2500,GB@DEN 10/22/2023 04:25PM ET,DEN,2.75,0.92,0,0,GB,DEN,GB
TE,Chris Manhertz (30331326),Chris Manhertz,30331326,TE/FLEX,2500,GB@DEN 10/22/2023 04:25PM ET,DEN,0.33,0.676666667,0.006666667,1.42,GB,DEN,GB
TE,Nate Adkins (30331328),Nate Adkins,30331328,TE/FLEX,2500,GB@DEN 10/22/2023 04:25PM ET,DEN,1.22,0.723333333,0.013333333,2.685,GB,DEN,GB
TE,Lucas Krull (30331330),Lucas Krull,30331330,TE/FLEX,2500,GB@DEN 10/22/2023 04:25PM ET,DEN,0,0,0,0,GB,DEN,GB
TE,Mitchell Fraboni (30331332),Mitchell Fraboni,30331332,TE/FLEX,2500,GB@DEN 10/22/2023 04:25PM ET,DEN,0,0,0,0,GB,DEN,GB
TE,Stone Smartt (30331300),Stone Smartt,30331300,TE/FLEX,2500,LAC@KC 10/22/2023 04:25PM ET,LAC,0.68,0.63,0,0.93,LAC,KC,KC
TE,Tre' McKitty (30331302),Tre' McKitty,30331302,TE/FLEX,2500,LAC@KC 10/22/2023 04:25PM ET,LAC,0,0.216666667,0.013333333,0.425,LAC,KC,KC
TE,Hunter Kampmoyer (30331304),Hunter Kampmoyer,30331304,TE/FLEX,2500,LAC@KC 10/22/2023 04:25PM ET,LAC,0,0,0,0,LAC,KC,KC
TE,Nick Vannett (30331306),Nick Vannett,30331306,TE/FLEX,2500,LAC@KC 10/22/2023 04:25PM ET,LAC,0,0,0,0,LAC,KC,KC
TE,Blake Bell (30331308),Blake Bell,30331308,TE/FLEX,2500,LAC@KC 10/22/2023 04:25PM ET,KC,1.53,0.413333333,0.013333333,0.54,LAC,KC,LAC
TE,Jody Fortson (30331310),Jody Fortson,30331310,TE/FLEX,2500,LAC@KC 10/22/2023 04:25PM ET,KC,0,0,0,0,LAC,KC,LAC
TE,Matt Bushman (30331312),Matt Bushman,30331312,TE/FLEX,2500,LAC@KC 10/22/2023 04:25PM ET,KC,0,0,0,0,LAC,KC,LAC
TE,James Winchester (30331314),James Winchester,30331314,TE/FLEX,2500,LAC@KC 10/22/2023 04:25PM ET,KC,0,0,0,0,LAC,KC,LAC
TE,Gerrit Prince (30331316),Gerrit Prince,30331316,TE/FLEX,2500,LAC@KC 10/22/2023 04:25PM ET,KC,0,0,0,0,LAC,KC,LAC
DST,Chiefs  (30331480),Chiefs ,30331480,DST,2400,LAC@KC 10/22/2023 04:25PM ET,KC,8.33,6.8,9.82,6.385,LAC,KC,LAC
DST,Cardinals  (30331481),Cardinals ,30331481,DST,2300,ARI@SEA 10/22/2023 04:05PM ET,ARI,5.67,5.91,4.466666667,7.55,ARI,SEA,SEA
DST,Chargers  (30331482),Chargers ,30331482,DST,2200,LAC@KC 10/22/2023 04:25PM ET,LAC,7,5.243333333,2.546666667,5.635,LAC,KC,KC
DST,Patriots  (30331483),Patriots ,30331483,DST,2100,BUF@NE 10/22/2023 01:00PM ET,NE,4.5,5.486666667,3.71,5.845,BUF,NE,BUF
